Direction,Title,Filename,Size_GB,Quality_Score,Reason,Needs_Review,Will_Replace
Chris → Ali,Island of Lemurs Madagascar (2014),Island of Lemurs Madagascar (2014) {imdb-tt3231010} [Bluray-1080p][AC3 5.1][x264].mkv,4.37,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,IMAX.Island.of.Lemurs.Madagascar.2014.1080p.BluRay.x264-DON.mkv
Chris → Ali,Harley Davidson and the Marlboro Man (1991),Harley Davidson and the Marlboro Man (1991) {imdb-tt0102005} [Remux-1080p][DTS-HD MA 2.0][h264].mkv,16.53,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Harley Davidson and the Marlboro Man (1991) {imdb-tt0102005} [Bluray-1080p][FLAC 2.0][x264]-iFT.mkv
Chris → Ali,Killer Eye Halloween Haunt (2011),Killer Eye Halloween Haunt (2011) {imdb-tt1998395} [AMZN][WEBDL-1080p][EAC3 2.0][x264]-ABM.mkv,5.27,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Killer.Eye.Halloween.Haunt.2011.1080p.AMZN.WEB-DL.DDP2.0.x264-ABM.mkv
Chris → Ali,Death to Smoochy (2002),Death to Smoochy (2002) {imdb-tt0266452} [Bluray-1080p][EAC3 5.1][x264]-MaG.mkv,12.48,1450,"Chris's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Death to Smoochy (2002) {imdb-tt0266452} [Bluray-1080p][DTS-HD MA 5.1][x264]-GRANiTEN.mkv
Chris → Ali,"Death of Superman, The (2018)",The Death of Superman (2018) {imdb-tt7167658} [Remux-1080p][DTS-HD MA 5.1][h264].mkv,9.87,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,The Death of Superman (2018) {imdb-tt7167658} [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv
Chris → Ali,Bud Abbott and Lou Costello Meet Frankenstein (1948),Bud Abbott and Lou Costello Meet Frankenstein (1948) {imdb-tt0040068} [Bluray-1080p][AC3 2.0][x264]-BHDStudio.mp4,4.96,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Bud Abbott and Lou Costello Meet Frankenstein (1948) {imdb-tt0040068} - [Bluray-1080p][DTS 2.0][x264]-MaG.mkv
Chris → Ali,Gabriel Iglesias Aloha Fluffy (2013),Gabriel Iglesias Aloha Fluffy (2013) {imdb-tt2828960} [Bluray-1080p][AC3 5.1][x264]-SADPANDA.mkv,6.56,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Gabriel.Iglesias.Aloha.Fluffy.2013.1080p.BluRay.x264-SADPANDA.mkv
Chris → Ali,"Desperate Hour, The (2022)",The Desperate Hour (2021) {imdb-tt13133936} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,9.31,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Lakewood.2021.1080p.BluRay.DDP5.1.x264-iFT.mkv
Chris → Ali,Brian and Charles (2022),Brian and Charles (2022) {imdb-tt13270424} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,14.10,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Brian.and.Charles.2022.1080p.BluRay.DDP5.1.x264-iFT.mkv
Chris → Ali,Disenchanted (2022),Disenchanted (2022) {imdb-tt1596342} [DSNP][WEBDL-1080p][EAC3 Atmos 5.1][h264]-CMRG.mkv,6.13,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Disenchanted.2022.1080p.DSNP.WEB-DL.DDP5.1.Atmos.H.264-CMRG.mkv
Chris → Ali,Paradise (2023),Paradise (2023) {imdb-tt21308888} [NF][WEBDL-1080p][DV HDR10][EAC3 Atmos 5.1][h265]-APEX.mkv,3.00,1530,"Chris's version is higher quality (score: 1530 vs 1400, diff: +130)",YES,Paradise (2023) {imdb-tt21308888} [NF][WEBDL-1080p][DV][EAC3 Atmos 5.1][h265]-Kitsune.mkv
Chris → Ali,After We Fell (2021),After We Fell (2021) {imdb-tt13069986} [Bluray-1080p][AC3 5.1][x264]-eMc2.mkv,5.00,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,After We Fell (2021) {imdb-tt13069986} [Bluray-1080p][DTS-HD MA 5.1][x264]-PirateM.mkv
Chris → Ali,City of Life and Death (2009),City of Life and Death (2009) {imdb-tt1124052} [Remux-1080p][TrueHD 7.1][AVC]-FraMeSToR.mkv,26.15,1750,"Chris's version is higher quality (score: 1750 vs 1300, diff: +450)",YES,City of Life and Death (2009) {imdb-tt1124052} [Bluray-1080p][DTS 5.1][x264]-HDW.mkv
Chris → Ali,Lara Croft Tomb Raider (2001),Lara Croft Tomb Raider (2001) {imdb-tt0146316} [Bluray-1080p][AC3 5.1][x264].mkv,7.95,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Lara Croft Tomb Raider (2001) {imdb-tt0146316} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Chris → Ali,G.I. Joe - The Rise of Cobra (2009),G.I.Joe.The.Rise.Of.Cobra.2009.1080p.UHD.BluRay.DD5.1.HDR.x265-CtrlHD.mkv,15.10,2150,"Chris's version is higher quality (score: 2150 vs 1300, diff: +850)",YES,G.I. Joe The Rise of Cobra (2009) {imdb-tt1046173} [Bluray-1080p][DTS 5.1][x264]-EbP.mkv
Chris → Ali,Spiderhead (2022),Spiderhead (2022) {imdb-tt9783600} [NF][WEBDL-1080p][DV][EAC3 Atmos 5.1][HEVC]-AKi.mkv,4.26,1400,"Chris's version is higher quality (score: 1400 vs 1150, diff: +250)",YES,Spiderhead (2022) {imdb-tt9783600} [NF][WEBRip-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv
Chris → Ali,Traffic (2000),Traffic (2000) {imdb-tt0181865} [Bluray-1080p][EAC3 5.1][x264]-LoRD.mkv,16.80,1450,"Chris's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Traffic (2000) {imdb-tt0181865} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv
Chris → Ali,Harold and Maude (1971),Harold and Maude (1971) {imdb-tt0067185} [Criterion Collection][Remux-1080p][PCM 2.0][AVC]-KRaLiMaRKo.mkv,23.87,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,Harold and Maude (1971) {imdb-tt0067185} [Bluray-1080p][EAC3 5.1][x264]-DON.mkv
Chris → Ali,"School for Good and Evil, The (2022)",The School for Good and Evil (2022) {imdb-tt2935622} [NF][WEBDL-1080p][DV][EAC3 Atmos 5.1][HEVC]-FLUX.mkv,3.36,1400,"Chris's version is higher quality (score: 1400 vs 1250, diff: +150)",YES,The School for Good and Evil (2022) {imdb-tt2935622} - [NF][WEBDL-1080p Proper][EAC3 Atmos 5.1][x264]-FLUX.mkv
Chris → Ali,Rampage (2018),Rampage (2018) {imdb-tt2231461} [Bluray-1080p][AC3 5.1][x264].mkv,13.98,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Rampage.2018.1080p.BluRay.DTS.x264-TayTO.mkv
Chris → Ali,Hail Satan! (2019),Hail Satan! (2019) {imdb-tt9358044} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-NTG.mkv,6.64,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Hail.Satan.2019.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv
Chris → Ali,North (1994),North (1994) {imdb-tt0110687} [Remux-1080p][DTS-HD MA 2.0][AVC]-EPSiLON.mkv,16.26,1500,"Chris's version is higher quality (score: 1500 vs 1150, diff: +350)",YES,North (1994) {imdb-tt0110687} [AMZN][WEBRip-1080p][EAC3 5.1][x264]-QOQ.mkv
Chris → Ali,Blood and Gold (2023),Golden Blood (2023) {imdb-tt12624588} [NF][WEBDL-1080p][HDR10][EAC3 Atmos 5.1][h265]-QuaSO.mkv,1.43,1550,"Chris's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Blood and Gold (2023) {imdb-tt18073328} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-WDYM.mkv
Chris → Ali,Keeping Up with the Joneses (2016),Keeping Up with the Joneses (2016) {imdb-tt2387499} [Remux-1080p][DTS-HD MA 7.1][h264].mkv,24.73,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Keeping Up with the Joneses (2016) {imdb-tt2387499} [Bluray-1080p][DTS-ES 5.1][x264]-TayTO.mkv
Chris → Ali,"Weekend Away, The (2022)",The Weekend Away (2022) {imdb-tt14817272} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,2.00,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,The.Weekend.Away.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.H.264-FLUX.mkv
Chris → Ali,Swiss Army Man (2016),Swiss Army Man (2016) {imdb-tt4034354} [Bluray-1080p][AC3 5.1][x264].mkv,13.30,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Swiss Army Man (2016) {imdb-tt4034354} [Bluray-1080p][DTS-ES 6.1][x264]-D-Z0N3.mkv
Chris → Ali,The War of the Roses (1989),The War of the Roses (1989) {imdb-tt0098621} [Remux-1080p][DTS-HD MA 5.1][AVC]-KRaLiMaRKo.mkv,30.78,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,The War of the Roses (1989) {imdb-tt0098621} [Bluray-1080p][DTS-HD MA 5.1][x264]-HDH.mkv
Chris → Ali,The Change-Up (2011),The Change-Up (2011) {imdb-tt1488555} {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,12.86,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The Change-Up 2011 Unrated Hybrid 1080p BluRay x264-EbP.mkv
Chris → Ali,Fear Street Part One 1994 (2021),Fear Street 1994 (2021) {imdb-tt6566576} [NF][WEBDL-1080p][HDR10][EAC3 Atmos 5.1][HEVC]-CMRG.mkv,4.41,1550,"Chris's version is higher quality (score: 1550 vs 1530, diff: +20)",YES,Fear Street 1994 (2021) {imdb-tt6566576} [NF][WEBDL-1080p][DV HDR10][EAC3 Atmos 5.1][h265]-Kitsune.mkv
Chris → Ali,Bill Burr Presents Friends Who Kill (2022),Bill Burr Presents Friends Who Kill (2022) {imdb-tt20723672} [NF][WEBDL-1080p][HDR10][EAC3 5.1][HEVC]-AKi.mkv,3.38,1550,"Chris's version is higher quality (score: 1550 vs 1450, diff: +100)",YES,Bill.Burr.Presents.Friends.Who.Kill.2022.1080p.NF.WEB-DL.DDP5.1.HDR.HEVC-AKi.mkv
Chris → Ali,Crush (2022),Crush (2022) {imdb-tt15096128} [DSNP][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,4.37,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Crush.2022.1080p.DSNP.WEB-DL.DDP5.1.H.264-CMRG.mkv
Chris → Ali,He's All That (2021),He's All That (2021) {imdb-tt4590256} [NF][WEBDL-1080p Proper][HDR10][EAC3 Atmos 5.1][HEVC]-iLLiCiT.mkv,3.91,1550,"Chris's version is higher quality (score: 1550 vs 1450, diff: +100)",YES,Hes.All.That.2021.1080p.NF.Proper.WEB-DL.DDP5.1.Atmos.HDR.HEVC-iLLiCiT.mkv
Chris → Ali,Lilting (2014),Lilting (2014) {imdb-tt2560102} [Remux-1080p][DTS-HD MA 5.0][AVC]-KRaLiMaRKo.mkv,18.76,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Lilting (2014) {imdb-tt2560102} [Bluray-1080p][DTS 5.1][x264]-GECKOS.mkv
Chris → Ali,Scary Movie 2 (2001),Scary Movie 2 (2001) {imdb-tt0257106} [Remux-1080p][DTS-HD MA 5.1][h264]-EPSiLON.mkv,12.99,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,Scary Movie 2 (2001) {imdb-tt0257106} - [Hybrid][Bluray-1080p][EAC3 5.1][x264]-ZoroSenpai.mkv
Chris → Ali,Step Up (2006),Step Up (2006) {imdb-tt0462590} [Bluray-1080p][AC3 5.1][x264]-HDEX.mkv,7.95,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Step Up (2006) {imdb-tt0462590} [Bluray-1080p][DTS 5.1][x264]-PirateM.mkv
Chris → Ali,Spenser Confidential (2020),Spenser Confidential (2020) {imdb-tt8629748} [WEBDL-1080p][EAC3 Atmos 5.1][x264]-NTG.mkv,4.53,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Spenser.Confidential.2020.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv
Chris → Ali,"Boy Who Cried Werewolf, The (2010)",The Boy Who Cried Werewolf (2010) {imdb-tt1451423} [Bluray-1080p][AC3 2.0][x264]-SADPANDA.mkv,5.46,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The.Boy.Who.Cried.Werewolf.2010.1080p.BluRay.x264-SADPANDA.mkv
Chris → Ali,Men of Honor (2000),Men of Honor (2000) {imdb-tt0203019} [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,14.88,1450,"Chris's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Men of Honor (2000) {imdb-tt0203019} - [Bluray-1080p][DTS-HD MA 5.1][x264]-FuzerHD.mkv
Chris → Ali,The Watch (2012),The Watch (2012) {imdb-tt1298649} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,6.11,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The Watch (2012) {imdb-tt1298649} [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv
Chris → Ali,Scary Movie (2000),Scary Movie (2000) {imdb-tt0175142} [Remux-1080p][DTS-HD MA 5.1][h264]-EPSiLON.mkv,13.78,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,Scary.Movie.2000.1080p.BluRay.DD5.1.x264-CtrlHD.mkv
Chris → Ali,Carter (2022),Carter (2022) [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,6.81,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Carter.2022.1080p.NF.WEB-DL.DUAL.DDP5.1.Atmos.H.264-FLUX.mkv
Chris → Ali,Wyatt Earp (1994),Wyatt Earp (1994) {imdb-tt0111756} [Remux-1080p][AC3 5.1][VC1]-KRaLiMaRKo.mkv,23.37,1600,"Chris's version is higher quality (score: 1600 vs 1400, diff: +200)",YES,Wyatt Earp (1994) {imdb-tt0111756} [Bluray-1080p][AC3 5.1][x264]-SbR.mkv
Chris → Ali,Don't Breathe 2 (2021),Don't Breathe 2 (2021) {imdb-tt6246322} [Remux-1080p][DTS-HD MA 5.1][h264]-HDT.mkv,18.96,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,Dont.Breathe.2.2021.1080p.BluRay.DD+7.1.x264-iFT.mkv
Chris → Ali,Superman Red Son (2020),Superman Red Son (2020) {imdb-tt10985510} [Remux-1080p][DTS-HD MA 5.1][h264]-EPSiLON.mkv,9.15,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Superman Red Son (2020) {imdb-tt10985510} [Bluray-1080p][DTS 5.1][x264]-PbK.mkv
Chris → Ali,Cruel Intentions (1999),Cruel Intentions (1999) {imdb-tt0139134} [Bluray-1080p][AC3 5.1][x264]-TiMELORDS.mkv,7.95,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Cruel Intentions (1999) {imdb-tt0139134} [Bluray-1080p][DTS 5.1][x264]-TDD.mkv
Chris → Ali,Ordinary Angels (2024),Ordinary Angels (2024) {imdb-tt4996328} [Bluray-1080p][TrueHD Atmos 7.1][x264]-PiGNUS.mkv,15.51,1550,"Chris's version is higher quality (score: 1550 vs 1450, diff: +100)",YES,Ordinary Angels (2024) {imdb-tt4996328} [Bluray-1080p][EAC3 7.1][x264]-PTer.mkv
Chris → Ali,The Rescuers Down Under (1990),The Rescuers Down Under (1990) {imdb-tt0100477} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,4.63,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The Rescuers Down Under (1990) {imdb-tt0100477} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv
Chris → Ali,I Want You Back (2022),I Want You Back (2022) {imdb-tt6462958} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,7.05,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,I.Want.You.Back.2022.1080p.AMZN.WEB-DL.DDP5.1.H264-CMRG.mkv
Chris → Ali,Lucas (1986),Lucas (1986) {imdb-tt0091445} [Remux-1080p][TrueHD 5.1][AVC]-FraMeSToR.mkv,20.24,1750,"Chris's version is higher quality (score: 1750 vs 1450, diff: +300)",YES,Lucas (1986) {imdb-tt0091445} [Bluray-1080p][EAC3 5.1][x264]-MeeSta.mkv
Chris → Ali,Operation Mincemeat (2022),Operation Mincemeat (2022) {imdb-tt1879016} [NF][WEBDL-1080p][HDR10][EAC3 5.1][HEVC]-SiGLA.mkv,3.84,1550,"Chris's version is higher quality (score: 1550 vs 1450, diff: +100)",YES,Operation.Mincemeat.2021.1080p.BluRay.DD+5.1.x264-PTer.mkv
Chris → Ali,Monster (2003),Monster (2003) {imdb-tt0340855} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,18.56,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Monster.2003.1080p.BluRay.DDP5.1.x264-iFT.mkv
Chris → Ali,Army of Darkness (1992),Army of Darkness (1992) {imdb-tt0106308} {edition-Theatrical} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-GALAXY.mkv,15.16,1730,"Chris's version is higher quality (score: 1730 vs 1580, diff: +150)",YES,Army of Darkness (1992) {imdb-tt0106308} {edition-Theatrical} [Bluray-1080p][DV HDR10][FLAC 2.0][x265]-SQS.mkv
Chris → Ali,Hercules (2014),Hercules (2014) {imdb-tt1267297} [Bluray-1080p][AC3 5.1][x264].mkv,7.65,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Hercules.1997.1080p.BluRay.DTS.x264-NTb.mkv
Chris → Ali,Suicide Squad (2016),Suicide Squad (2016) {imdb-tt1386697} [Bluray-1080p][AC3 5.1][x264].mkv,13.60,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Suicide.Squad.2016.Extended.Cut.1080p.BluRay.DTS-ES.6.1.x264-NCmt.mkv
Chris → Ali,"Switch, The (2010)",The Switch (2010) {imdb-tt0889573} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,9.49,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The Switch (2010) {imdb-tt0889573} [Bluray-1080p][DTS 5.1][x264]-EbP.mkv
Chris → Ali,"Cell, The (2000)",Gauche the Cellist (1982) {imdb-tt0083053} [Remux-1080p][DTS-HD MA 5.1][AVC]-KRaLiMaRKo.mkv,21.09,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,The Cell (2000) {imdb-tt0209958} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv
Chris → Ali,Lego Batman The Movie DC Superheroes Unite (2013),LEGO Batman The Movie - DC Super Heroes Unite (2013) {imdb-tt2465238} [Remux-1080p][DTS-HD MA 5.1][AVC]-KRaLiMaRKo.mkv,9.33,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,LEGO Batman The Movie DC Super Heroes Unite (2013) {imdb-tt2465238} [Bluray-1080p][DTS 5.1][x264]-FANDANGO.mkv
Chris → Ali,Changing Lanes (2002),Changing Lanes (2002) {imdb-tt0264472} [Remux-1080p][TrueHD 5.1][h264]-EPSiLON.mkv,25.29,1750,"Chris's version is higher quality (score: 1750 vs 1450, diff: +300)",YES,Changing Lanes (2002) {imdb-tt0264472} [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv
Chris → Ali,Freelancers (2012),Freelancers (2012) {imdb-tt1815708} [Remux-1080p][DTS-HD MA 5.1][AVC]-DIESEL.mkv,26.01,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Freelancers (2012) {imdb-tt1815708} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Chris → Ali,John Q (2002),John Q (2002) {imdb-tt0251160} [Remux-1080p Proper][TrueHD 5.1][VC1]-KRaLiMaRKo.mkv,24.57,1750,"Chris's version is higher quality (score: 1750 vs 1300, diff: +450)",YES,John Q (2002) {imdb-tt0251160} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Chris → Ali,Bros (2022),Bros (2022) {imdb-tt9731598} [Bluray-1080p][EAC3 5.1][x264]-LEGi0N.mkv,13.54,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Bros.2022.BluRay.1080p.DDP5.1.x264-LEGi0N.mkv
Chris → Ali,Conan the Destroyer (1984),Conan the Destroyer (1984) {imdb-tt0087078} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,17.15,1400,"Chris's version is higher quality (score: 1400 vs 1380, diff: +20)",YES,Conan the Destroyer (1984) {imdb-tt0087078} [Bluray-1080p][AAC 1.0][x264]-DON.mkv
Chris → Ali,Father of the Year (2018),Father of the Year (2018) {imdb-tt7256866} [WEBDL-1080p][AC3 5.1][x264]-SiGMA.mkv,5.10,1200,"Chris's version is higher quality (score: 1200 vs 1150, diff: +50)",YES,Father of the Year (2018) {imdb-tt7256866} [NF][WEBRip-1080p][EAC3 5.1][x264]-NTb.mkv
Chris → Ali,Pieces of April (2003),Pieces of April (2003) {imdb-tt0311648} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-PTP.mkv,5.53,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Pieces.of.April.2003.1080p.AMZN.WEB-DL.DDP5.1.H.264-PTP.mkv
Chris → Ali,Sgt. Stubby An American Hero (2018),Sgt. Stubby An American Hero (2018) {imdb-tt5314190} [Remux-1080p][AC3 5.1][AVC]-FraMeSToR.mkv,15.16,1600,"Chris's version is higher quality (score: 1600 vs 1250, diff: +350)",YES,Sgt. Stubby An American Hero (2018) {imdb-tt5314190} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-GPRS.mkv
Chris → Ali,10 Cloverfield Lane (2016),10 Cloverfield Lane (2016) {imdb-tt1179933} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-LEGi0N.mkv,17.97,1730,"Chris's version is higher quality (score: 1730 vs 1550, diff: +180)",YES,10 Cloverfield Lane 2016 1080p BluRay DDP 7.1 DV x265-LEGi0N.mkv
Chris → Ali,Spies Like Us (1985),Spies Like Us (1985) {imdb-tt0090056} [Remux-1080p][FLAC 2.0][VC1].mkv,14.84,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Spies Like Us (1985) {imdb-tt0090056} [Bluray-1080p][DTS 2.0][x264]-HDC.mkv
Chris → Ali,South Park Post COVID (2021),South Park Post COVID (2021) {imdb-tt15005868} [Bluray-1080p][EAC3 5.1][x264]-eST.mkv,3.09,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,South.Park.Post.Covid.2021.1080p.BluRay.DDP5.1.x264-eST.mkv
Chris → Ali,The Golden Compass (2007),The Golden Compass (2007) {imdb-tt0385752} [Remux-1080p][DTS-HD MA 7.1][VC1].mkv,22.66,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,The Golden Compass (2007) {imdb-tt0385752} [Bluray-1080p][DTS-HD MA 7.1][VC1]-REFRACTiON.mkv
Chris → Ali,Anastasia (1997),Anastasia (1997) {imdb-tt0118617} [Remux-1080p][DTS-HD MA 5.1][AVC]-EPSiLON.mkv,18.32,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Anastasia.1997.1080p.BluRay.DTS.x264-DON.mkv
Chris → Ali,Love at First Sight (2023),Love at First Sight (2023) {imdb-tt2183014} [NF][WEBDL-1080p][DV HDR10][EAC3 Atmos 5.1][HEVC]-CMRG.mkv,4.13,1530,"Chris's version is higher quality (score: 1530 vs 1250, diff: +280)",YES,Love at First Sight (2023) {imdb-tt2183014} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv
Chris → Ali,Cannonball Run II (1984),Cannonball Run II (1984) {imdb-tt0087032} [Remux-1080p][DTS-HD MA 5.1][h264]-xCr.mkv,22.44,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,Cannonball Run II (1984) {imdb-tt0087032} [Bluray-1080p Proper][EAC3 5.1][x264]-Nufcfan.mkv
Chris → Ali,Detective Knight Rogue (2022),Detective Knight Rogue (2022) {imdb-tt21435436} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-LEGi0N.mkv,18.21,1730,"Chris's version is higher quality (score: 1730 vs 1550, diff: +180)",YES,Detective Knight Rogue 2022 Hybrid 1080p BluRay DDP 5.1 DV x265-LEGi0N.mkv
Chris → Ali,LEGO DC Super Heroes - Aquaman Rage Of Atlantis (2018),LEGO DC Comics Super Heroes Aquaman - Rage of Atlantis (2018) {imdb-tt8457394} [Bluray-1080p][AC3 5.1][x264]-nikt0.mkv,3.33,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,LEGO.DC.Comics.Super.Heroes.Aquaman.Rage.of.Atlantis.2018.NORDiC.ENG.1080p.BluRay.x264-RAPiDCOWS.mkv
Chris → Ali,Bill Burr Paper Tiger (2019),Bill Burr Paper Tiger (2019) {imdb-tt10847306} [NF][WEBDL-1080p][EAC3 5.1][x264]-monkee.mkv,1.21,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Bill.Burr.Paper.Tiger.2019.1080p.NF.WEB-DL.DDP5.1.x264-monkee.mkv
Chris → Ali,9 (2009),9 (2009) {imdb-tt0472033} [Remux-1080p][DTS-HD MA 5.1][VC1]-KRaLiMaRKo.mkv,18.68,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,9.2009.US.1080p.BluRay.DTS.x264-EbP.mkv
Chris → Ali,"Pest, The (1997)",The.Pest.1997.1080p.AMZN.WEB-DL.DD+5.1.x264-ABM.mkv,8.93,1250,"Chris's version is higher quality (score: 1250 vs 1150, diff: +100)",YES,The Pest (1997) {imdb-tt0119887} [AMZN][WEBRip-1080p][EAC3 5.1][x264]-ABM.mkv
Chris → Ali,Jeepers Creepers (2001),Jeepers Creepers (2001) {imdb-tt0263488} [Remux-1080p Proper][DTS-HD MA 5.1][h264]-KRaLiMaRKo.mkv,23.26,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Jeepers Creepers 2001 1080p Bluray DTS x264-TayTO.mkv
Chris → Ali,Shadow (2018),The Shadow Effect (2017) {imdb-tt5044656} [Bluray-1080p][HDR10][EAC3 7.1][x265]-MGs.mkv,13.73,1750,"Chris's version is higher quality (score: 1750 vs 1300, diff: +450)",YES,Shadow (2018) {imdb-tt6864046} [Bluray-1080p][DTS-HD MA 5.1][x264]-PTer.mkv
Chris → Ali,Silverton Siege (2022),Silverton Siege (2022) {imdb-tt18563148} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,2.51,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Silverton.Siege.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-CMRG.mkv
