title,show_folder,filename,path,relative_path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps,tvdb_id,tmdb_id,imdb_id,year,season,episode,episode_title
Oppenheimer (2023),Oppenheimer (2023),Oppenheimer (2023) {tmdb-872585} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-MainFrame.mkv,/mnt/synology/rs-4kmedia/4kmovies/Oppenheimer (2023)/Oppenheimer (2023) {tmdb-872585} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-MainFrame.mkv,Oppenheimer (2023)/Oppenheimer (2023) {tmdb-872585} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-MainFrame.mkv,42033663382,39.15,2160p,3840,2160,H.265,DTS-HD,DV HDR10,BluRay,,180.4,31.07,,872585,,2023,,,
Passengers (2016),Passengers (2016),Passengers (2016) {tmdb-274870} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,/mnt/synology/rs-4kmedia/4kmovies/Passengers (2016)/Passengers (2016) {tmdb-274870} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,Passengers (2016)/Passengers (2016) {tmdb-274870} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,50625913828,47.15,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,116.2,58.1,,274870,,2016,,,
Pirates of the Caribbean The Curse of the Black Pearl (2003),Pirates of the Caribbean The Curse of the Black Pearl (2003),Pirates of the Caribbean The Curse of the Black Pearl (2003) {tmdb-22} - [WEBRip-2160p][DTS-HD MA 5.1][HDR10][x265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Pirates of the Caribbean The Curse of the Black Pearl (2003)/Pirates of the Caribbean The Curse of the Black Pearl (2003) {tmdb-22} - [WEBRip-2160p][DTS-HD MA 5.1][HDR10][x265].mkv,Pirates of the Caribbean The Curse of the Black Pearl (2003)/Pirates of the Caribbean The Curse of the Black Pearl (2003) {tmdb-22} - [WEBRip-2160p][DTS-HD MA 5.1][HDR10][x265].mkv,20780951900,19.35,2160p,3840,1636,H.265,DTS-HD,HDR10,WEBRip,,143.7,19.28,,22,,2003,,,
Pitch Black (2000),Pitch Black (2000),Pitch Black (2000) {tmdb-2787} - {edition-Directors Cut} [Bluray-2160p Proper][DTS-HD MA 5.1][HDR10][x265]-CtrlHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/Pitch Black (2000)/Pitch Black (2000) {tmdb-2787} - {edition-Directors Cut} [Bluray-2160p Proper][DTS-HD MA 5.1][HDR10][x265]-CtrlHD.mkv,Pitch Black (2000)/Pitch Black (2000) {tmdb-2787} - {edition-Directors Cut} [Bluray-2160p Proper][DTS-HD MA 5.1][HDR10][x265]-CtrlHD.mkv,49318357544,45.93,2160p,3840,1632,H.265,DTS-HD,HDR10,BluRay,,111.8,58.84,,2787,,2000,,,
Prey (2022),Prey (2022),Prey (2022) {tmdb-766507} - [WEBDL-2160p][EAC3 Atmos 5.1][x265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Prey (2022)/Prey (2022) {tmdb-766507} - [WEBDL-2160p][EAC3 Atmos 5.1][x265].mkv,Prey (2022)/Prey (2022) {tmdb-766507} - [WEBDL-2160p][EAC3 Atmos 5.1][x265].mkv,15299337463,14.25,2160p,3840,2160,H.265,DD+,,WEB-DL,,99.5,20.5,,766507,,2022,,,
Raiders of the Lost Ark (1981),Raiders of the Lost Ark (1981),Raiders of the Lost Ark (1981) {tmdb-85} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-4K4U.mkv,/mnt/synology/rs-4kmedia/4kmovies/Raiders of the Lost Ark (1981)/Raiders of the Lost Ark (1981) {tmdb-85} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-4K4U.mkv,Raiders of the Lost Ark (1981)/Raiders of the Lost Ark (1981) {tmdb-85} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-4K4U.mkv,17739982173,16.52,2160p,3840,1632,H.265,TrueHD,HDR10,BluRay,,115.3,20.51,,85,,1981,,,
Ready Player One (2018),Ready Player One (2018),Ready Player One (2018) {tmdb-333339} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,/mnt/synology/rs-4kmedia/4kmovies/Ready Player One (2018)/Ready Player One (2018) {tmdb-333339} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,Ready Player One (2018)/Ready Player One (2018) {tmdb-333339} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,33759165530,31.44,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,140.0,32.16,,333339,,2018,,,
Red Sparrow (2018),Red Sparrow (2018),Red Sparrow (2018) {tmdb-401981} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-WhiteRhino.mkv,/mnt/synology/rs-4kmedia/4kmovies/Red Sparrow (2018)/Red Sparrow (2018) {tmdb-401981} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-WhiteRhino.mkv,Red Sparrow (2018)/Red Sparrow (2018) {tmdb-401981} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-WhiteRhino.mkv,15158346077,14.12,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,140.2,14.41,,401981,,2018,,,
Resident Evil Welcome to Raccoon City (2021),Resident Evil Welcome to Raccoon City (2021),Resident Evil Welcome to Raccoon City (2021) {tmdb-460458} - [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Resident Evil Welcome to Raccoon City (2021)/Resident Evil Welcome to Raccoon City (2021) {tmdb-460458} - [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265].mkv,Resident Evil Welcome to Raccoon City (2021)/Resident Evil Welcome to Raccoon City (2021) {tmdb-460458} - [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265].mkv,12265723696,11.42,2160p,3840,1600,H.265,DD+,HDR10+,WEB-DL,,107.5,15.22,,460458,,2021,,,
Return of the Jedi (1983),Return of the Jedi (1983),Return of the Jedi (1983) {tmdb-1892} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Return of the Jedi (1983)/Return of the Jedi (1983) {tmdb-1892} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][h265].mkv,Return of the Jedi (1983)/Return of the Jedi (1983) {tmdb-1892} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][h265].mkv,48111189287,44.81,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,134.8,47.59,,1892,,1983,,,
Riddick (2013),Riddick (2013),Riddick (2013) {tmdb-87421} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/Riddick (2013)/Riddick (2013) {tmdb-87421} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,Riddick (2013)/Riddick (2013) {tmdb-87421} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,48743150049,45.4,2160p,3840,1596,H.265,DTS-HD,DV HDR10,BluRay,,126.9,51.22,,87421,,2013,,,
Rocketman (2019),Rocketman (2019),Rocketman (2019) {tmdb-504608} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Rocketman (2019)/Rocketman (2019) {tmdb-504608} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265].mkv,Rocketman (2019)/Rocketman (2019) {tmdb-504608} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265].mkv,20099425643,18.72,2160p,3840,1604,H.265,TrueHD,HDR10,BluRay,,121.3,22.1,,504608,,2019,,,
Saving Private Ryan (1998),Saving Private Ryan (1998),Saving Private Ryan (1998) {tmdb-857} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,/mnt/synology/rs-4kmedia/4kmovies/Saving Private Ryan (1998)/Saving Private Ryan (1998) {tmdb-857} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,Saving Private Ryan (1998)/Saving Private Ryan (1998) {tmdb-857} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,44125238267,41.09,2160p,3840,2160,H.265,TrueHD,HDR10,BluRay,,169.4,34.72,,857,,1998,,,
Shazam! (2019),Shazam! (2019),Shazam! (2019) {tmdb-287947} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,/mnt/synology/rs-4kmedia/4kmovies/Shazam! (2019)/Shazam! (2019) {tmdb-287947} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,Shazam! (2019)/Shazam! (2019) {tmdb-287947} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,53068842385,49.42,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,131.7,53.72,,287947,,2019,,,
Shazam! Fury of the Gods (2023),Shazam! Fury of the Gods (2023),Shazam! Fury of the Gods (2023) {tmdb-594767} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Shazam! Fury of the Gods (2023)/Shazam! Fury of the Gods (2023) {tmdb-594767} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,Shazam! Fury of the Gods (2023)/Shazam! Fury of the Gods (2023) {tmdb-594767} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,61291314225,57.08,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,130.3,62.74,,594767,,2023,,,
Solo A Star Wars Story (2018),Solo A Star Wars Story (2018),Solo A Star Wars Story (2018) {tmdb-348350} - [Bluray-2160p Proper][TrueHD Atmos 7.1][HDR10][x265]-TnP.mkv,/mnt/synology/rs-4kmedia/4kmovies/Solo A Star Wars Story (2018)/Solo A Star Wars Story (2018) {tmdb-348350} - [Bluray-2160p Proper][TrueHD Atmos 7.1][HDR10][x265]-TnP.mkv,Solo A Star Wars Story (2018)/Solo A Star Wars Story (2018) {tmdb-348350} - [Bluray-2160p Proper][TrueHD Atmos 7.1][HDR10][x265]-TnP.mkv,39940081775,37.2,2160p,3840,1608,H.265,TrueHD,HDR10,BluRay,,134.8,39.52,,348350,,2018,,,
Spider-Man No Way Home (2021),Spider-Man No Way Home (2021),Spider-Man No Way Home (2021) {tmdb-634649} - [WEBDL-2160p][AC3 5.1][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Spider-Man No Way Home (2021)/Spider-Man No Way Home (2021) {tmdb-634649} - [WEBDL-2160p][AC3 5.1][h265].mkv,Spider-Man No Way Home (2021)/Spider-Man No Way Home (2021) {tmdb-634649} - [WEBDL-2160p][AC3 5.1][h265].mkv,23059699250,21.48,2160p,3840,1596,H.265,DD,,WEB-DL,,148.5,20.71,,634649,,2021,,,
Star Trek (2009),Star Trek (2009),Star Trek (2009) {tmdb-13475} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,/mnt/synology/rs-4kmedia/4kmovies/Star Trek (2009)/Star Trek (2009) {tmdb-13475} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,Star Trek (2009)/Star Trek (2009) {tmdb-13475} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,40736555712,37.94,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,126.8,42.82,,13475,,2009,,,
Star Trek First Contact (1996),Star Trek First Contact (1996),Star Trek First Contact (1996) {tmdb-199} - [WEBDL-2160p][EAC3 5.1][x265]-ABBiE.mkv,/mnt/synology/rs-4kmedia/4kmovies/Star Trek First Contact (1996)/Star Trek First Contact (1996) {tmdb-199} - [WEBDL-2160p][EAC3 5.1][x265]-ABBiE.mkv,Star Trek First Contact (1996)/Star Trek First Contact (1996) {tmdb-199} - [WEBDL-2160p][EAC3 5.1][x265]-ABBiE.mkv,11068005896,10.31,2160p,3840,2160,H.265,DD+,,WEB-DL,,110.7,13.33,,199,,1996,,,
Star Trek Into Darkness (2013),Star Trek Into Darkness (2013),Star Trek Into Darkness (2013) {tmdb-54138} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,/mnt/synology/rs-4kmedia/4kmovies/Star Trek Into Darkness (2013)/Star Trek Into Darkness (2013) {tmdb-54138} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,Star Trek Into Darkness (2013)/Star Trek Into Darkness (2013) {tmdb-54138} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,55009881987,51.23,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,132.1,55.52,,54138,,2013,,,
Star Trek The Motion Picture (1979),Star Trek The Motion Picture (1979),Star Trek The Motion Picture (1979) {tmdb-152} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Star Trek The Motion Picture (1979)/Star Trek The Motion Picture (1979) {tmdb-152} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,Star Trek The Motion Picture (1979)/Star Trek The Motion Picture (1979) {tmdb-152} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,81043007023,75.48,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,136.7,79.04,,152,,1979,,,
Star Trek V The Final Frontier (1989),Star Trek V The Final Frontier (1989),Star Trek V The Final Frontier (1989) {tmdb-172} - [Bluray-2160p][TrueHD 7.1][HDR10][x265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Star Trek V The Final Frontier (1989)/Star Trek V The Final Frontier (1989) {tmdb-172} - [Bluray-2160p][TrueHD 7.1][HDR10][x265].mkv,Star Trek V The Final Frontier (1989)/Star Trek V The Final Frontier (1989) {tmdb-172} - [Bluray-2160p][TrueHD 7.1][HDR10][x265].mkv,25687621064,23.92,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,106.5,32.16,,172,,1989,,,
Star Trek VI The Undiscovered Country (1991),Star Trek VI The Undiscovered Country (1991),Star Trek VI The Undiscovered Country (1991) {tmdb-174} - [Bluray-2160p][TrueHD 7.1][HDR10][x265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Star Trek VI The Undiscovered Country (1991)/Star Trek VI The Undiscovered Country (1991) {tmdb-174} - [Bluray-2160p][TrueHD 7.1][HDR10][x265].mkv,Star Trek VI The Undiscovered Country (1991)/Star Trek VI The Undiscovered Country (1991) {tmdb-174} - [Bluray-2160p][TrueHD 7.1][HDR10][x265].mkv,22691914538,21.13,2160p,3840,1632,H.265,TrueHD,HDR10,BluRay,,113.4,26.69,,174,,1991,,,
